id_transacao,id_tipo_transacao,id_pais_origem,id_pais_destino,id_produto,valor_monetario_transacao,quantidade_transacionada,id_transporte,id_cambio,descricao_tipo_transacao,descricao_transporte,data,id_moeda_origem,id_moeda_destino,taxa_cambio_transacao,descricao_moeda_origem,pais_moeda_origem,descricao_moeda_destino,pais_moeda_destino,nome_pais_origem,codigo_iso_pais_origem,bloco_id_origem,nome_pais_destino,codigo_iso_pais_destino,bloco_id_destino,valor_convertido_transacao
9635,3,17,18,1,39584.96,1074,5,4817,Transferência entre filiais,Multimodal,2025-03-13,15,1,0.006043,Peso Chileno,Chile,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Índia,IND,6.0,239.21191327999998
9636,4,22,29,4,40495.13,695,6,4818,Compra internacional,Courier Internacional,2025-03-13,18,1,1.47678,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Peru,PER,7.0,Nova Zelândia,NZL,5.0,59802.398081399995
9637,6,10,35,16,30511.39,885,1,4819,Devolução internacional,Marítimo,2025-03-14,6,1,5.279071,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Singapura,SGP,4.0,161071.79411869
9638,1,15,6,19,31422.56,513,2,4820,Importação,Aéreo,2025-03-14,5,1,5.505079,Euro,Zona do Euro,Real Brasileiro,Brasil,China,CHN,5.0,França,FRA,2.0,172983.67518224003
9639,2,20,17,22,32333.73,141,3,4821,Exportação,Rodoviário,2025-03-14,9,1,0.731389,Yuan Chinês,China,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Coreia do Sul,KOR,5.0,23648.534450969997
9640,3,25,28,25,33244.9,1769,4,4822,Transferência entre filiais,Ferroviário,2025-03-14,10,6,0.007203,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Emirados Árabes Unidos,ARE,8.0,Austrália,AUS,5.0,239.46301470000003
9641,4,30,39,28,34155.07,1397,5,4823,Compra internacional,Multimodal,2025-03-14,15,1,0.006065,Peso Chileno,Chile,Real Brasileiro,Brasil,Suíça,CHE,10.0,Malásia,MYS,4.0,207.15049955
9642,5,35,10,31,35066.24,1025,6,4824,Venda internacional,Courier Internacional,2025-03-14,18,1,1.481548,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Singapura,SGP,4.0,Países Baixos,NLD,2.0,51952.317739520004
9643,6,40,21,34,35977.41,653,1,4819,Devolução internacional,Marítimo,2025-03-14,6,1,5.279071,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Chile,CHL,7.0,189927.30178611
9644,1,5,32,37,36888.58,281,2,4820,Importação,Aéreo,2025-03-14,5,1,5.505079,Euro,Zona do Euro,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Suécia,SWE,2.0,203074.54709782003
9645,2,10,3,40,37799.75,1909,3,4821,Exportação,Rodoviário,2025-03-14,9,1,0.731389,Yuan Chinês,China,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Paraguai,PRY,1.0,27646.321352749997
9646,3,15,14,3,38710.92,1537,4,4822,Transferência entre filiais,Ferroviário,2025-03-14,10,6,0.007203,Iene Japonês,Japão,Dólar Americano,Estados Unidos,China,CHN,5.0,México,MEX,3.0,278.83475676
9647,4,20,25,6,39621.09,1165,5,4823,Compra internacional,Multimodal,2025-03-14,15,1,0.006065,Peso Chileno,Chile,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Emirados Árabes Unidos,ARE,8.0,240.30191084999998
9648,5,25,36,9,40532.26,793,6,4824,Venda internacional,Courier Internacional,2025-03-14,18,1,1.481548,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Tailândia,THA,4.0,60050.48873848001
9649,1,13,2,21,30548.52,906,1,4825,Importação,Marítimo,2025-03-15,6,1,5.268816,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Canadá,CAN,3.0,Argentina,ARG,1.0,160954.53095232
9650,2,18,13,24,31459.69,541,2,4826,Exportação,Aéreo,2025-03-15,5,1,5.495986,Euro,Zona do Euro,Real Brasileiro,Brasil,Índia,IND,6.0,Canadá,CAN,3.0,172902.01580434002
9651,3,23,24,27,32370.86,176,3,4827,Transferência entre filiais,Rodoviário,2025-03-15,9,1,0.731172,Yuan Chinês,China,Real Brasileiro,Brasil,Colômbia,COL,7.0,Bolívia,BOL,7.0,23668.66644792
9652,4,28,35,30,33281.03,1811,4,4828,Compra internacional,Ferroviário,2025-03-15,10,6,0.007216,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Austrália,AUS,5.0,Singapura,SGP,4.0,240.15591248
9653,5,33,6,33,34192.2,1446,5,4829,Venda internacional,Multimodal,2025-03-15,15,1,0.006088,Peso Chileno,Chile,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,França,FRA,2.0,208.16211359999997
9654,6,38,17,36,35103.37,1081,6,4830,Devolução internacional,Courier Internacional,2025-03-15,18,1,1.486182,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Coreia do Sul,KOR,5.0,52169.99663334
9655,1,3,28,39,36014.54,716,1,4825,Importação,Marítimo,2025-03-15,6,1,5.268816,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Austrália,AUS,5.0,189753.98458464
9656,2,8,39,2,36925.71,351,2,4826,Exportação,Aéreo,2025-03-15,5,1,5.495986,Euro,Zona do Euro,Real Brasileiro,Brasil,Espanha,ESP,2.0,Malásia,MYS,4.0,202943.18520006002
9657,3,13,10,5,37836.88,1986,3,4827,Transferência entre filiais,Rodoviário,2025-03-15,9,1,0.731172,Yuan Chinês,China,Real Brasileiro,Brasil,Canadá,CAN,3.0,Países Baixos,NLD,2.0,27665.26722336
9658,4,18,21,8,38747.05,1621,4,4828,Compra internacional,Ferroviário,2025-03-15,10,6,0.007216,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Índia,IND,6.0,Chile,CHL,7.0,279.59871280000004
9659,5,23,32,11,39658.22,1256,5,4829,Venda internacional,Multimodal,2025-03-15,15,1,0.006088,Peso Chileno,Chile,Real Brasileiro,Brasil,Colômbia,COL,7.0,Suécia,SWE,2.0,241.43924336
9660,6,28,3,14,40569.39,891,6,4830,Devolução internacional,Courier Internacional,2025-03-15,18,1,1.486182,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Austrália,AUS,5.0,Paraguai,PRY,1.0,60293.49716897999
9661,2,16,9,26,30585.65,927,1,4831,Exportação,Marítimo,2025-03-16,6,1,5.258635,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Japão,JPN,5.0,Portugal,PRT,2.0,160838.76958775
9662,3,21,20,29,31496.82,569,2,4832,Transferência entre filiais,Aéreo,2025-03-16,5,1,5.487401,Euro,Zona do Euro,Real Brasileiro,Brasil,Chile,CHL,7.0,África do Sul,ZAF,6.0,172835.68156482
9663,4,26,31,32,32407.99,211,3,4833,Compra internacional,Rodoviário,2025-03-16,9,1,0.731043,Yuan Chinês,China,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Noruega,NOR,10.0,23691.634233570003
9664,5,31,2,35,33318.16,1853,4,4834,Venda internacional,Ferroviário,2025-03-16,10,6,0.007229,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Noruega,NOR,10.0,Argentina,ARG,1.0,240.85697864000002
9665,6,36,13,38,34229.33,1495,5,4835,Devolução internacional,Multimodal,2025-03-16,15,1,0.006111,Peso Chileno,Chile,Real Brasileiro,Brasil,Tailândia,THA,4.0,Canadá,CAN,3.0,209.17543563
9666,1,1,24,1,35140.5,1137,6,4836,Importação,Courier Internacional,2025-03-16,18,1,1.490668,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Brasil,BRA,1.0,Bolívia,BOL,7.0,52382.818854000005
9667,2,6,35,4,36051.67,779,1,4831,Exportação,Marítimo,2025-03-16,6,1,5.258635,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Singapura,SGP,4.0,189582.57367045
9668,3,11,6,7,36962.84,421,2,4832,Transferência entre filiais,Aéreo,2025-03-16,5,1,5.487401,Euro,Zona do Euro,Real Brasileiro,Brasil,Bélgica,BEL,2.0,França,FRA,2.0,202829.92517884
9669,4,16,17,10,37873.01,63,3,4833,Compra internacional,Rodoviário,2025-03-16,9,1,0.731043,Yuan Chinês,China,Real Brasileiro,Brasil,Japão,JPN,5.0,Coreia do Sul,KOR,5.0,27686.79884943
9670,5,21,28,13,38784.18,1705,4,4834,Venda internacional,Ferroviário,2025-03-16,10,6,0.007229,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Chile,CHL,7.0,Austrália,AUS,5.0,280.37083722
9671,6,26,39,16,39695.35,1347,5,4835,Devolução internacional,Multimodal,2025-03-16,15,1,0.006111,Peso Chileno,Chile,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Malásia,MYS,4.0,242.57828385
9672,1,31,10,19,40606.52,989,6,4836,Importação,Courier Internacional,2025-03-16,18,1,1.490668,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Noruega,NOR,10.0,Países Baixos,NLD,2.0,60530.83995536
9673,3,19,16,31,30622.78,948,1,4837,Transferência entre filiais,Marítimo,2025-03-17,6,1,5.248562,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Rússia,RUS,6.0,Japão,JPN,5.0,160725.55944235998
9674,4,24,27,34,31533.95,597,2,4838,Compra internacional,Aéreo,2025-03-17,5,1,5.479349,Euro,Zona do Euro,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Egito,EGY,8.0,172785.51739855
9675,5,29,38,37,32444.12,246,3,4839,Venda internacional,Rodoviário,2025-03-17,9,1,0.731003,Yuan Chinês,China,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Indonésia,IDN,4.0,23716.74905236
9676,6,34,9,40,33355.29,1895,4,4840,Devolução internacional,Ferroviário,2025-03-17,10,6,0.007244,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Turquia,TUR,,Portugal,PRT,2.0,241.62572075999998
9677,1,39,20,3,34266.46,1544,5,4841,Importação,Multimodal,2025-03-17,15,1,0.006134,Peso Chileno,Chile,Real Brasileiro,Brasil,Malásia,MYS,4.0,África do Sul,ZAF,6.0,210.19046563999999
9678,2,4,31,6,35177.63,1193,6,4842,Exportação,Courier Internacional,2025-03-17,18,1,1.494992,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Uruguai,URY,1.0,Noruega,NOR,10.0,52590.27542896
9679,3,9,2,9,36088.8,842,1,4837,Transferência entre filiais,Marítimo,2025-03-17,6,1,5.248562,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,Argentina,ARG,1.0,189414.3043056
9680,4,14,13,12,36999.97,491,2,4838,Compra internacional,Aéreo,2025-03-17,5,1,5.479349,Euro,Zona do Euro,Real Brasileiro,Brasil,México,MEX,3.0,Canadá,CAN,3.0,202735.74861953
9681,5,19,24,15,37910.14,140,3,4839,Venda internacional,Rodoviário,2025-03-17,9,1,0.731003,Yuan Chinês,China,Real Brasileiro,Brasil,Rússia,RUS,6.0,Bolívia,BOL,7.0,27712.42607042
9682,6,24,35,18,38821.31,1789,4,4840,Devolução internacional,Ferroviário,2025-03-17,10,6,0.007244,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bolívia,BOL,7.0,Singapura,SGP,4.0,281.22156964
9683,1,29,6,21,39732.48,1438,5,4841,Importação,Multimodal,2025-03-17,15,1,0.006134,Peso Chileno,Chile,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,França,FRA,2.0,243.71903232
9684,2,34,17,24,40643.65,1087,6,4842,Exportação,Courier Internacional,2025-03-17,18,1,1.494992,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Turquia,TUR,,Coreia do Sul,KOR,5.0,60761.93160080001
9685,4,22,23,36,30659.91,969,1,4843,Compra internacional,Marítimo,2025-03-18,6,1,5.238635,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Peru,PER,7.0,Colômbia,COL,7.0,160616.07762285002
9686,5,27,34,39,31570.08,625,2,4844,Venda internacional,Aéreo,2025-03-18,5,1,5.471856,Euro,Zona do Euro,Real Brasileiro,Brasil,Egito,EGY,8.0,Turquia,TUR,,172746.93166848
9687,6,32,5,2,32481.25,281,3,4845,Devolução internacional,Rodoviário,2025-03-18,9,1,0.731051,Yuan Chinês,China,Real Brasileiro,Brasil,Suécia,SWE,2.0,Alemanha,DEU,2.0,23745.45029375
9688,1,37,16,5,33392.42,1937,4,4846,Importação,Ferroviário,2025-03-18,10,6,0.00726,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Vietnã,VNM,4.0,Japão,JPN,5.0,242.42896919999998
9689,2,2,27,8,34303.59,1593,5,4847,Exportação,Multimodal,2025-03-18,15,1,0.006157,Peso Chileno,Chile,Real Brasileiro,Brasil,Argentina,ARG,1.0,Egito,EGY,8.0,211.20720362999998
9690,3,7,38,11,35214.76,1249,6,4848,Transferência entre filiais,Courier Internacional,2025-03-18,18,1,1.49914,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Itália,ITA,2.0,Indonésia,IDN,4.0,52791.8553064
9691,4,12,9,14,36125.93,905,1,4843,Compra internacional,Marítimo,2025-03-18,6,1,5.238635,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Portugal,PRT,2.0,189250.56130555
9692,5,17,20,17,37036.1,561,2,4844,Venda internacional,Aéreo,2025-03-18,5,1,5.471856,Euro,Zona do Euro,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,África do Sul,ZAF,6.0,202656.2060016
9693,6,22,31,20,37947.27,217,3,4845,Devolução internacional,Rodoviário,2025-03-18,9,1,0.731051,Yuan Chinês,China,Real Brasileiro,Brasil,Peru,PER,7.0,Noruega,NOR,10.0,27741.389680769997
9694,1,27,2,23,38858.44,1873,4,4846,Importação,Ferroviário,2025-03-18,10,6,0.00726,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Egito,EGY,8.0,Argentina,ARG,1.0,282.1122744
9695,2,32,13,26,39769.61,1529,5,4847,Exportação,Multimodal,2025-03-18,15,1,0.006157,Peso Chileno,Chile,Real Brasileiro,Brasil,Suécia,SWE,2.0,Canadá,CAN,3.0,244.86148877000002
9696,3,37,24,29,40680.78,1185,6,4848,Transferência entre filiais,Courier Internacional,2025-03-18,18,1,1.49914,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Bolívia,BOL,7.0,60986.18452919999
9697,5,25,30,1,30696.04,990,1,4849,Venda internacional,Marítimo,2025-03-19,6,1,5.228886,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Suíça,CHE,10.0,160506.09381144002
9698,6,30,1,4,31607.21,653,2,4850,Devolução internacional,Aéreo,2025-03-19,5,1,5.464943,Euro,Zona do Euro,Real Brasileiro,Brasil,Suíça,CHE,10.0,Brasil,BRA,1.0,172731.60103902998
9699,1,35,12,7,32518.38,316,3,4851,Importação,Rodoviário,2025-03-19,9,1,0.731186,Yuan Chinês,China,Real Brasileiro,Brasil,Singapura,SGP,4.0,Estados Unidos,USA,3.0,23776.984198680002
9700,2,40,23,10,33429.55,1979,4,4852,Exportação,Ferroviário,2025-03-19,10,6,0.007276,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Nigéria,NGA,9.0,Colômbia,COL,7.0,243.23340580000004
9701,3,5,34,13,34340.72,1642,5,4853,Transferência entre filiais,Multimodal,2025-03-19,15,1,0.00618,Peso Chileno,Chile,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Turquia,TUR,,212.2256496
9702,4,10,5,16,35251.89,1305,6,4854,Compra internacional,Courier Internacional,2025-03-19,18,1,1.5031,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Alemanha,DEU,2.0,52987.115859000005
9703,5,15,16,19,36162.06,968,1,4849,Venda internacional,Marítimo,2025-03-19,6,1,5.228886,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,China,CHN,5.0,Japão,JPN,5.0,189087.28926515998
9704,6,20,27,22,37073.23,631,2,4850,Devolução internacional,Aéreo,2025-03-19,5,1,5.464943,Euro,Zona do Euro,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Egito,EGY,8.0,202603.08877589
9705,1,25,38,25,37984.4,294,3,4851,Importação,Rodoviário,2025-03-19,9,1,0.731186,Yuan Chinês,China,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Indonésia,IDN,4.0,27773.6614984
9706,2,30,9,28,38895.57,1957,4,4852,Exportação,Ferroviário,2025-03-19,10,6,0.007276,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Suíça,CHE,10.0,Portugal,PRT,2.0,283.00416732
9707,3,35,20,31,39806.74,1620,5,4853,Transferência entre filiais,Multimodal,2025-03-19,15,1,0.00618,Peso Chileno,Chile,Real Brasileiro,Brasil,Singapura,SGP,4.0,África do Sul,ZAF,6.0,246.00565319999998
9708,4,40,31,34,40717.91,1283,6,4854,Compra internacional,Courier Internacional,2025-03-19,18,1,1.5031,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Noruega,NOR,10.0,61203.09052100001
9709,6,28,37,6,30733.17,1011,1,4855,Devolução internacional,Marítimo,2025-03-20,6,1,5.219351,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Austrália,AUS,5.0,Vietnã,VNM,4.0,160407.20157267
9710,1,33,8,9,31644.34,681,2,4856,Importação,Aéreo,2025-03-20,5,1,5.458629,Euro,Zona do Euro,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Espanha,ESP,2.0,172734.71200986
9711,2,38,19,12,32555.51,351,3,4857,Exportação,Rodoviário,2025-03-20,9,1,0.731408,Yuan Chinês,China,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Rússia,RUS,6.0,23811.36045808
9712,3,3,30,15,33466.68,21,4,4858,Transferência entre filiais,Ferroviário,2025-03-20,10,6,0.007293,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Paraguai,PRY,1.0,Suíça,CHE,10.0,244.07249724
9713,4,8,1,18,34377.85,1691,5,4859,Compra internacional,Multimodal,2025-03-20,15,1,0.006203,Peso Chileno,Chile,Real Brasileiro,Brasil,Espanha,ESP,2.0,Brasil,BRA,1.0,213.24580355
9714,5,13,12,21,35288.02,1361,6,4860,Venda internacional,Courier Internacional,2025-03-20,18,1,1.506858,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Canadá,CAN,3.0,Estados Unidos,USA,3.0,53174.035241159996
9715,6,18,23,24,36199.19,1031,1,4855,Devolução internacional,Marítimo,2025-03-20,6,1,5.219351,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Colômbia,COL,7.0,188936.27852569
9716,1,23,34,27,37110.36,701,2,4856,Importação,Aéreo,2025-03-20,5,1,5.458629,Euro,Zona do Euro,Real Brasileiro,Brasil,Colômbia,COL,7.0,Turquia,TUR,,202571.68729644
9717,2,28,5,30,38021.53,371,3,4857,Exportação,Rodoviário,2025-03-20,9,1,0.731408,Yuan Chinês,China,Real Brasileiro,Brasil,Austrália,AUS,5.0,Alemanha,DEU,2.0,27809.251214239997
9718,3,33,16,33,38932.7,41,4,4858,Transferência entre filiais,Ferroviário,2025-03-20,10,6,0.007293,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Dinamarca,DNK,2.0,Japão,JPN,5.0,283.9361811
9719,4,38,27,36,39843.87,1711,5,4859,Compra internacional,Multimodal,2025-03-20,15,1,0.006203,Peso Chileno,Chile,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Egito,EGY,8.0,247.15152561000002
9720,5,3,38,39,40754.04,1381,6,4860,Venda internacional,Courier Internacional,2025-03-20,18,1,1.506858,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Indonésia,IDN,4.0,61410.55120632
9721,1,31,4,11,30770.3,1032,1,4861,Importação,Marítimo,2025-03-21,6,1,5.210062,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Noruega,NOR,10.0,Uruguai,URY,1.0,160315.1707586
9722,2,36,15,14,31681.47,709,2,4862,Exportação,Aéreo,2025-03-21,5,1,5.452934,Euro,Zona do Euro,Real Brasileiro,Brasil,Tailândia,THA,4.0,China,CHN,5.0,172756.96493298002
9723,3,1,26,17,32592.64,386,3,4863,Transferência entre filiais,Rodoviário,2025-03-21,9,1,0.731715,Yuan Chinês,China,Real Brasileiro,Brasil,Brasil,BRA,1.0,Arábia Saudita,SAU,8.0,23848.5235776
9724,4,6,37,20,33503.81,63,4,4864,Compra internacional,Ferroviário,2025-03-21,10,6,0.007311,Iene Japonês,Japão,Dólar Americano,Estados Unidos,França,FRA,2.0,Vietnã,VNM,4.0,244.94635490999997
9725,5,11,8,23,34414.98,1740,5,4865,Venda internacional,Multimodal,2025-03-21,15,1,0.006226,Peso Chileno,Chile,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Espanha,ESP,2.0,214.26766548
9726,6,16,19,26,35325.15,1417,6,4866,Devolução internacional,Courier Internacional,2025-03-21,18,1,1.510404,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Japão,JPN,5.0,Rússia,RUS,6.0,53355.24786060001
9727,1,21,30,29,36236.32,1094,1,4861,Importação,Marítimo,2025-03-21,6,1,5.210062,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Suíça,CHE,10.0,188793.47385183998
9728,2,26,1,32,37147.49,771,2,4862,Exportação,Aéreo,2025-03-21,5,1,5.452934,Euro,Zona do Euro,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Brasil,BRA,1.0,202562.81123566
9729,3,31,12,35,38058.66,448,3,4863,Transferência entre filiais,Rodoviário,2025-03-21,9,1,0.731715,Yuan Chinês,China,Real Brasileiro,Brasil,Noruega,NOR,10.0,Estados Unidos,USA,3.0,27848.0924019
9730,4,36,23,38,38969.83,125,4,4864,Compra internacional,Ferroviário,2025-03-21,10,6,0.007311,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Tailândia,THA,4.0,Colômbia,COL,7.0,284.90842713
9731,5,1,34,1,39880.0,1802,5,4865,Venda internacional,Multimodal,2025-03-21,15,1,0.006226,Peso Chileno,Chile,Real Brasileiro,Brasil,Brasil,BRA,1.0,Turquia,TUR,,248.29288
9732,6,6,5,4,40791.17,1479,6,4866,Devolução internacional,Courier Internacional,2025-03-21,18,1,1.510404,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Alemanha,DEU,2.0,61611.14633268
9733,2,34,11,16,30807.43,1053,1,4867,Exportação,Marítimo,2025-03-22,6,1,5.201052,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Turquia,TUR,,Bélgica,BEL,2.0,160231.04541636
9734,3,39,22,19,31718.6,737,2,4868,Transferência entre filiais,Aéreo,2025-03-22,5,1,5.447873,Euro,Zona do Euro,Real Brasileiro,Brasil,Malásia,MYS,4.0,Peru,PER,7.0,172798.9045378
9735,4,4,33,22,32629.77,421,3,4869,Compra internacional,Rodoviário,2025-03-22,9,1,0.732107,Yuan Chinês,China,Real Brasileiro,Brasil,Uruguai,URY,1.0,Dinamarca,DNK,2.0,23888.48302539
9736,5,9,4,25,33540.94,105,4,4870,Venda internacional,Ferroviário,2025-03-22,10,6,0.00733,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Portugal,PRT,2.0,Uruguai,URY,1.0,245.8550902
9737,6,14,15,28,34451.11,1789,5,4871,Devolução internacional,Multimodal,2025-03-22,15,1,0.006249,Peso Chileno,Chile,Real Brasileiro,Brasil,México,MEX,3.0,China,CHN,5.0,215.28498639
9738,1,19,26,31,35362.28,1473,6,4872,Importação,Courier Internacional,2025-03-22,18,1,1.513725,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Rússia,RUS,6.0,Arábia Saudita,SAU,8.0,53528.767293
9739,2,24,37,34,36273.45,1157,1,4867,Exportação,Marítimo,2025-03-22,6,1,5.201052,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Vietnã,VNM,4.0,188660.0996694
9740,3,29,8,37,37184.62,841,2,4868,Transferência entre filiais,Aéreo,2025-03-22,5,1,5.447873,Euro,Zona do Euro,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Espanha,ESP,2.0,202577.08731326004
9741,4,34,19,40,38095.79,525,3,4869,Compra internacional,Rodoviário,2025-03-22,9,1,0.732107,Yuan Chinês,China,Real Brasileiro,Brasil,Turquia,TUR,,Rússia,RUS,6.0,27890.19452953
9742,5,39,30,3,39006.96,209,4,4870,Venda internacional,Ferroviário,2025-03-22,10,6,0.00733,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Malásia,MYS,4.0,Suíça,CHE,10.0,285.92101679999996
9743,6,4,1,6,39917.13,1893,5,4871,Devolução internacional,Multimodal,2025-03-22,15,1,0.006249,Peso Chileno,Chile,Real Brasileiro,Brasil,Uruguai,URY,1.0,Brasil,BRA,1.0,249.44214537
9744,1,9,12,9,40828.3,1577,6,4872,Importação,Courier Internacional,2025-03-22,18,1,1.513725,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,Estados Unidos,USA,3.0,61802.818417500006
9745,3,37,18,21,30844.56,1074,1,4873,Transferência entre filiais,Marítimo,2025-03-23,6,1,5.192352,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Índia,IND,6.0,160155.81280512
9746,4,2,29,24,31755.73,765,2,4874,Compra internacional,Aéreo,2025-03-23,5,1,5.443458,Euro,Zona do Euro,Real Brasileiro,Brasil,Argentina,ARG,1.0,Nova Zelândia,NZL,5.0,172860.98251434
9747,5,7,40,27,32666.9,456,3,4875,Venda internacional,Rodoviário,2025-03-23,9,1,0.73258,Yuan Chinês,China,Real Brasileiro,Brasil,Itália,ITA,2.0,Nigéria,NGA,9.0,23931.117602000002
9748,6,12,11,30,33577.07,147,4,4876,Devolução internacional,Ferroviário,2025-03-23,10,6,0.007349,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Estados Unidos,USA,3.0,Bélgica,BEL,2.0,246.75788742999998
9749,1,17,22,33,34488.24,1838,5,4877,Importação,Multimodal,2025-03-23,15,1,0.006271,Peso Chileno,Chile,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Peru,PER,7.0,216.27575303999998
9750,2,22,33,36,35399.41,1529,6,4878,Exportação,Courier Internacional,2025-03-23,18,1,1.516814,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Peru,PER,7.0,Dinamarca,DNK,2.0,53694.32067974001
9751,3,27,4,39,36310.58,1220,1,4873,Transferência entre filiais,Marítimo,2025-03-23,6,1,5.192352,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,Uruguai,URY,1.0,188537.31268416
9752,4,32,15,2,37221.75,911,2,4874,Compra internacional,Aéreo,2025-03-23,5,1,5.443458,Euro,Zona do Euro,Real Brasileiro,Brasil,Suécia,SWE,2.0,China,CHN,5.0,202615.0328115
